date,equity,cash,position,close,ATR,DC_upper,DC_lower,DC_exit_lower,stock,code
2022-01-24,2308.85,2308.85,0,8.945,0.6408,11.34,8.88,8.88,新华制药,000756
2022-01-25,2308.85,2308.85,0,8.465,0.6408,11.34,8.68,8.68,新华制药,000756
2022-01-26,2308.85,2308.85,0,8.465,0.6217,11.34,8.46,8.46,新华制药,000756
2022-01-27,2308.85,2308.85,0,8.175,0.6101,11.34,8.43,8.43,新华制药,000756
2022-01-28,2308.85,2308.85,0,7.945,0.6041,11.34,8.16,8.16,新华制药,000756
2022-02-07,2308.85,2308.85,0,8.185,0.5889,11.34,7.86,7.86,新华制药,000756
2022-02-08,2308.85,2308.85,0,8.345,0.5755,10.78,7.86,7.86,新华制药,000756
2022-02-09,2308.85,2308.85,0,8.555,0.5647,10.6,7.86,7.86,新华制药,000756
2022-02-10,2308.85,2308.85,0,8.475,0.549,10.6,7.86,7.86,新华制药,000756
2022-02-11,2308.85,2308.85,0,8.095,0.542,10.6,7.86,7.86,新华制药,000756
2022-02-14,2308.85,2308.85,0,8.115,0.5319,10.6,7.86,7.86,新华制药,000756
2022-02-15,2308.85,2308.85,0,8.265,0.5233,10.58,7.86,7.86,新华制药,000756
2022-02-16,2308.85,2308.85,0,8.405,0.5227,10.58,7.86,7.86,新华制药,000756
2022-02-17,2308.85,2308.85,0,8.135,0.5115,10.58,7.86,7.86,新华制药,000756
2022-02-18,2308.85,2308.85,0,8.145,0.4954,10.58,7.86,7.86,新华制药,000756
2022-02-21,2308.85,2308.85,0,9.045,0.5237,10.58,7.86,7.96,新华制药,000756
2022-02-22,2308.85,2308.85,0,8.655,0.521,10.32,7.86,7.96,新华制药,000756
2022-02-23,2308.85,2308.85,0,8.805,0.5134,9.72,7.86,7.96,新华制药,000756
2022-02-24,2308.85,2308.85,0,8.655,0.5173,9.62,7.86,7.96,新华制药,000756
2022-02-25,2308.85,2308.85,0,8.775,0.5059,9.46,7.86,7.96,新华制药,000756
2022-02-28,2308.85,2308.85,0,8.865,0.4951,9.16,7.86,7.96,新华制药,000756
2022-03-01,2308.85,2308.85,0,8.825,0.4824,9.16,7.86,7.96,新华制药,000756
2022-03-02,2308.85,2308.85,0,8.965,0.4747,9.16,7.86,7.96,新华制药,000756
2022-03-03,2308.85,2308.85,0,9.075,0.466,9.16,7.86,7.96,新华制药,000756
2022-03-04,2308.85,2308.85,0,9.565,0.4927,9.18,7.86,7.96,新华制药,000756
2022-03-07,2308.85,2308.85,0,9.275,0.4961,9.93,7.96,7.98,新华制药,000756
2022-03-08,2308.85,2308.85,0,8.315,0.5213,9.93,7.96,8.57,新华制药,000756
2022-03-09,2308.85,2308.85,0,8.085,0.5322,9.93,7.96,8.28,新华制药,000756
2022-03-10,2308.85,2308.85,0,8.565,0.5361,9.93,7.68,7.68,新华制药,000756
2022-03-11,2308.85,2308.85,0,8.755,0.5388,9.93,7.68,7.68,新华制药,000756
2022-03-14,2308.85,2308.85,0,8.425,0.5358,9.93,7.68,7.68,新华制药,000756
2022-03-15,2308.85,2308.85,0,7.675,0.5531,9.93,7.68,7.68,新华制药,000756
2022-03-16,2308.85,2308.85,0,7.845,0.5594,9.93,7.64,7.64,新华制药,000756
2022-03-17,2308.85,2308.85,0,8.275,0.5704,9.93,7.26,7.26,新华制药,000756
2022-03-18,2308.85,2308.85,0,8.355,0.5549,9.93,7.26,7.26,新华制药,000756
2022-03-21,2308.85,2308.85,0,8.535,0.5457,9.93,7.26,7.26,新华制药,000756
2022-03-22,2308.85,2308.85,0,8.415,0.5309,9.93,7.26,7.26,新华制药,000756
2022-03-23,2308.85,2308.85,0,8.295,0.5153,9.93,7.26,7.26,新华制药,000756
2022-03-24,2308.85,2308.85,0,8.745,0.5246,9.93,7.26,7.26,新华制药,000756
2022-03-25,2308.85,2308.85,0,9.165,0.5543,9.93,7.26,7.26,新华制药,000756
2022-03-28,2308.85,2308.85,0,8.775,0.5581,9.93,7.26,7.26,新华制药,000756
2022-03-29,2308.85,2308.85,0,8.915,0.5452,9.93,7.26,7.26,新华制药,000756
2022-03-30,2308.85,2308.85,0,8.705,0.54,9.93,7.26,7.26,新华制药,000756
2022-03-31,2308.85,2308.85,0,8.965,0.5485,9.93,7.26,7.78,新华制药,000756
2022-04-01,2308.85,2308.85,0,8.175,0.563,9.93,7.26,8.14,新华制药,000756
2022-04-06,2308.85,2308.85,0,8.655,0.5649,9.7,7.26,8.12,新华制药,000756
2022-04-07,2308.85,2308.85,0,8.185,0.5616,9.7,7.26,8.12,新华制药,000756
2022-04-08,2308.85,2308.85,0,7.785,0.5621,9.7,7.26,8.12,新华制药,000756
2022-04-11,2308.85,2308.85,0,7.455,0.5545,9.7,7.26,7.7,新华制药,000756
2022-04-12,2308.85,2308.85,0,7.545,0.5397,9.7,7.26,7.38,新华制药,000756
2022-04-13,2308.85,2308.85,0,7.305,0.5302,9.7,7.26,7.32,新华制药,000756
2022-04-14,2308.85,2308.85,0,7.555,0.5177,9.7,7.2,7.2,新华制药,000756
2022-04-15,2308.85,2308.85,0,7.965,0.5293,9.7,7.2,7.2,新华制药,000756
2022-04-18,2308.85,2308.85,0,7.835,0.5294,9.7,7.2,7.2,新华制药,000756
2022-04-19,2308.85,2308.85,0,8.055,0.5289,9.7,7.2,7.2,新华制药,000756
2022-04-20,2308.85,2308.85,0,8.945,0.5515,9.7,7.2,7.2,新华制药,000756
2022-04-21,2308.85,2308.85,0,9.925,0.5729,9.7,7.2,7.2,新华制药,000756
2022-04-22,2308.85,2308.85,0,8.845,0.6182,9.93,7.2,7.2,新华制药,000756
2022-04-25,2308.85,2308.85,0,8.505,0.6328,10.32,7.2,7.2,新华制药,000756
2022-04-26,2308.85,2308.85,0,9.445,0.6562,10.32,7.2,7.2,新华制药,000756
2022-04-27,2308.85,2308.85,0,10.475,0.6749,10.32,7.2,7.2,新华制药,000756
2022-04-28,2308.85,2308.85,0,11.615,0.6981,10.48,7.2,7.36,新华制药,000756
2022-04-29,2308.85,2308.85,0,12.865,0.7257,11.62,7.2,7.46,新华制药,000756
2022-05-05,2308.85,2308.85,0,14.235,0.7579,12.86,7.2,7.74,新华制药,000756
2022-05-06,2308.85,2308.85,0,15.745,0.7955,14.24,7.2,7.74,新华制药,000756
2022-05-09,2308.85,2308.85,0,17.405,0.8388,15.74,7.2,7.96,新华制药,000756
2022-05-10,2308.85,2308.85,0,19.235,0.8883,17.4,7.2,8.06,新华制药,000756
2022-05-11,2308.85,2308.85,0,21.245,0.9444,19.24,7.2,8.06,新华制药,000756
2022-05-12,2308.85,2308.85,0,23.455,1.0137,21.24,7.2,8.06,新华制药,000756
2022-05-13,2308.85,2308.85,0,25.885,1.157,23.46,7.2,8.35,新华制药,000756
2022-05-16,2308.85,2308.85,0,25.815,1.2277,25.88,7.2,10.48,新华制药,000756
2022-05-17,2308.85,2308.85,0,24.135,1.3383,25.88,7.36,11.62,新华制药,000756
2022-05-18,2308.85,2308.85,0,24.275,1.4319,26.92,7.46,12.86,新华制药,000756
2022-05-19,2308.85,2308.85,0,26.795,1.4938,26.92,7.74,14.24,新华制药,000756
2022-05-20,2308.85,2308.85,0,24.755,1.6826,26.92,7.74,15.74,新华制药,000756
2022-05-23,2308.85,2308.85,0,27.315,1.7575,29.56,7.96,17.4,新华制药,000756
2022-05-24,2308.85,2308.85,0,30.135,1.8511,29.56,8.06,19.24,新华制药,000756
2022-05-25,2308.85,2308.85,0,31.025,2.066,30.14,8.06,21.12,新华制药,000756
2022-05-26,2308.85,2308.85,0,34.215,2.1222,33.24,8.06,21.12,新华制药,000756
2022-05-27,2308.85,2308.85,0,37.725,2.2311,34.22,8.35,22.0,新华制药,000756
2022-05-30,2308.85,2308.85,0,34.705,2.4176,37.72,10.48,23.32,新华制药,000756
2022-05-31,2308.85,2308.85,0,32.365,2.5457,39.83,11.62,23.42,新华制药,000756
2022-06-01,2308.85,2308.85,0,29.125,2.6304,39.83,12.86,23.42,新华制药,000756
2022-06-02,2308.85,2308.85,0,28.145,2.6284,39.83,14.24,24.12,新华制药,000756
2022-06-06,2308.85,2308.85,0,25.905,2.618,39.83,15.74,24.14,新华制药,000756
2022-06-07,2308.85,2308.85,0,28.585,2.6271,39.83,17.4,24.14,新华制药,000756
2022-06-08,2308.85,2308.85,0,28.025,2.6907,39.83,19.24,25.72,新华制药,000756
2022-06-09,2308.85,2308.85,0,26.645,2.6592,39.83,21.12,25.72,新华制药,000756
2022-06-10,2308.85,2308.85,0,26.825,2.5922,39.83,21.12,25.72,新华制药,000756
2022-06-13,2308.85,2308.85,0,26.035,2.5486,39.83,22.0,25.72,新华制药,000756
2022-06-14,2308.85,2308.85,0,24.525,2.5342,39.83,23.32,25.1,新华制药,000756
2022-06-15,2308.85,2308.85,0,23.955,2.4715,39.83,23.42,24.14,新华制药,000756
2022-06-16,2308.85,2308.85,0,24.735,2.4539,39.83,23.42,23.9,新华制药,000756
2022-06-17,2308.85,2308.85,0,24.845,2.4032,39.83,23.6,23.6,新华制药,000756
2022-06-20,2308.85,2308.85,0,27.415,2.4175,39.83,23.6,23.6,新华制药,000756
2022-06-21,2308.85,2308.85,0,28.125,2.4322,39.83,23.6,23.6,新华制药,000756
2022-06-22,2308.85,2308.85,0,29.645,2.5081,39.83,23.6,23.6,新华制药,000756
2022-06-23,2308.85,2308.85,0,27.995,2.4886,39.83,23.6,23.6,新华制药,000756
2022-06-24,2308.85,2308.85,0,27.335,2.4562,39.83,23.6,23.6,新华制药,000756
2022-06-27,2308.85,2308.85,0,26.285,2.4329,39.83,23.6,23.6,新华制药,000756
2022-06-28,2308.85,2308.85,0,25.525,2.3673,39.83,23.6,23.6,新华制药,000756
2022-06-29,2308.85,2308.85,0,25.925,2.3379,36.12,23.6,23.6,新华制药,000756
2022-06-30,2308.85,2308.85,0,26.655,2.4015,33.36,23.6,23.6,新华制药,000756
2022-07-01,2308.85,2308.85,0,25.505,2.3529,30.88,23.6,23.78,新华制药,000756
2022-07-04,2308.85,2308.85,0,25.565,2.2878,30.88,23.6,24.52,新华制药,000756
2022-07-05,2308.85,2308.85,0,25.045,2.2184,30.88,23.6,24.52,新华制药,000756
2022-07-06,2308.85,2308.85,0,26.155,2.2075,30.88,23.6,24.52,新华制药,000756
2022-07-07,2308.85,2308.85,0,24.795,2.1906,30.88,23.6,24.52,新华制药,000756
2022-07-08,2308.85,2308.85,0,25.845,2.1801,30.88,23.6,24.28,新华制药,000756
2022-07-11,2308.85,2308.85,0,28.135,2.2046,30.88,23.6,24.28,新华制药,000756
2022-07-12,2308.85,2308.85,0,26.425,2.2073,30.88,23.6,24.28,新华制药,000756
2022-07-13,2308.85,2308.85,0,25.495,2.167,30.88,23.6,24.28,新华制药,000756
2022-07-14,2308.85,2308.85,0,26.285,2.1271,30.88,23.6,24.28,新华制药,000756
2022-07-15,2308.85,2308.85,0,24.845,2.1753,30.88,23.78,24.28,新华制药,000756
2022-07-18,2308.85,2308.85,0,25.445,2.1455,30.88,24.12,24.12,新华制药,000756
2022-07-19,2308.85,2308.85,0,24.785,2.0802,30.88,24.12,24.12,新华制药,000756
2022-07-20,2308.85,2308.85,0,24.805,2.0027,30.88,24.12,24.12,新华制药,000756
2022-07-21,2308.85,2308.85,0,23.985,1.9666,29.02,24.12,24.12,新华制药,000756
2022-07-22,2308.85,2308.85,0,23.005,1.9463,28.58,23.52,23.52,新华制药,000756
2022-07-25,2308.85,2308.85,0,22.795,1.9019,28.52,22.62,22.62,新华制药,000756
2022-07-26,2308.85,2308.85,0,22.945,1.8733,28.52,22.34,22.34,新华制药,000756
2022-07-27,2308.85,2308.85,0,21.335,1.8907,28.52,22.34,22.34,新华制药,000756
2022-07-28,2308.85,2308.85,0,20.585,1.8366,28.52,20.72,20.72,新华制药,000756
2022-07-29,2308.85,2308.85,0,20.105,1.7808,28.52,20.52,20.52,新华制药,000756
2022-08-01,2308.85,2308.85,0,20.175,1.7333,28.52,20.0,20.0,新华制药,000756
2022-08-02,2308.85,2308.85,0,18.585,1.7271,28.52,19.55,19.55,新华制药,000756
2022-08-03,2308.85,2308.85,0,18.295,1.6822,28.52,18.57,18.57,新华制药,000756
2022-08-04,2308.85,2308.85,0,18.625,1.6236,28.52,18.26,18.26,新华制药,000756
2022-08-05,2308.85,2308.85,0,18.775,1.567,28.52,18.14,18.14,新华制药,000756
2022-08-08,2308.85,2308.85,0,20.725,1.5861,28.52,18.14,18.14,新华制药,000756
2022-08-09,2308.85,2308.85,0,19.935,1.5818,27.4,18.14,18.14,新华制药,000756
2022-08-10,2308.85,2308.85,0,20.265,1.5487,27.22,18.14,18.14,新华制药,000756
2022-08-11,2308.85,2308.85,0,19.935,1.5063,27.22,18.14,18.14,新华制药,000756
2022-08-12,2308.85,2308.85,0,19.625,1.4615,27.22,18.14,18.14,新华制药,000756
2022-08-15,2308.85,2308.85,0,19.535,1.4139,25.92,18.14,18.14,新华制药,000756
2022-08-16,2308.85,2308.85,0,19.535,1.3572,25.42,18.14,18.14,新华制药,000756
2022-08-17,2308.85,2308.85,0,19.265,1.3258,25.24,18.14,18.14,新华制药,000756
2022-08-18,2308.85,2308.85,0,18.775,1.289,24.78,18.14,18.14,新华制药,000756
2022-08-19,2308.85,2308.85,0,18.525,1.2496,24.18,18.14,18.38,新华制药,000756
2022-08-22,2308.85,2308.85,0,18.725,1.2291,24.12,18.14,18.48,新华制药,000756
2022-08-23,2308.85,2308.85,0,18.375,1.1887,24.12,17.92,17.92,新华制药,000756
2022-08-24,2308.85,2308.85,0,17.625,1.1772,21.94,17.92,17.92,新华制药,000756
2022-08-25,2308.85,2308.85,0,17.585,1.1564,21.38,17.6,17.6,新华制药,000756
2022-08-26,2308.85,2308.85,0,17.325,1.1275,21.38,17.06,17.06,新华制药,000756
2022-08-29,2308.85,2308.85,0,17.705,1.1047,21.38,17.06,17.06,新华制药,000756
2022-08-30,2308.85,2308.85,0,17.735,1.0724,21.38,17.06,17.06,新华制药,000756
2022-08-31,2308.85,2308.85,0,16.835,1.0833,21.38,17.06,17.06,新华制药,000756
2022-09-01,2308.85,2308.85,0,17.475,1.0811,21.38,16.44,16.44,新华制药,000756
2022-09-02,2308.85,2308.85,0,17.135,1.0791,21.38,16.44,16.44,新华制药,000756
2022-09-05,2308.85,2308.85,0,16.675,1.0606,21.38,16.44,16.44,新华制药,000756
2022-09-06,2308.85,2308.85,0,17.105,1.0386,21.38,16.44,16.44,新华制药,000756
2022-09-07,2308.85,2308.85,0,17.145,1.0167,20.86,16.44,16.44,新华制药,000756
2022-09-08,2308.85,2308.85,0,16.665,0.9973,20.14,16.44,16.44,新华制药,000756
2022-09-09,2308.85,2308.85,0,16.905,0.9615,20.14,16.44,16.44,新华制药,000756
2022-09-13,2308.85,2308.85,0,16.945,0.9389,19.74,16.44,16.44,新华制药,000756
2022-09-14,2308.85,2308.85,0,16.975,0.925,19.74,16.44,16.44,新华制药,000756
2022-09-15,2308.85,2308.85,0,16.335,0.9372,19.74,16.34,16.34,新华制药,000756
2022-09-16,2308.85,2308.85,0,15.825,0.9183,19.36,16.0,16.0,新华制药,000756
2022-09-19,2308.85,2308.85,0,16.145,0.9169,18.98,15.82,15.82,新华制药,000756
2022-09-20,2308.85,2308.85,0,16.895,0.9241,18.76,15.52,15.52,新华制药,000756
2022-09-21,2308.85,2308.85,0,16.995,0.9314,18.64,15.52,15.52,新华制药,000756
2022-09-22,2308.85,2308.85,0,16.435,0.9248,18.57,15.52,15.52,新华制药,000756
2022-09-23,2308.85,2308.85,0,15.935,0.9131,18.0,15.52,15.52,新华制药,000756
2022-09-26,2308.85,2308.85,0,15.415,0.8979,18.0,15.52,15.52,新华制药,000756
2022-09-27,2308.85,2308.85,0,17.025,0.9335,18.0,15.32,15.32,新华制药,000756
2022-09-28,2308.85,2308.85,0,16.615,0.9388,18.0,15.32,15.32,新华制药,000756
2022-09-29,2308.85,2308.85,0,15.645,0.9709,18.0,15.32,15.32,新华制药,000756
2022-09-30,2308.85,2308.85,0,17.285,1.0174,18.0,15.32,15.32,新华制药,000756
2022-10-10,2308.85,2308.85,0,18.375,1.038,18.0,15.32,15.32,新华制药,000756
2022-10-11,2308.85,2308.85,0,17.725,1.0381,18.72,15.32,15.32,新华制药,000756
2022-10-12,2308.85,2308.85,0,18.555,1.0287,18.72,15.32,15.32,新华制药,000756
2022-10-13,2308.85,2308.85,0,18.525,1.0268,18.72,15.32,15.32,新华制药,000756
2022-10-14,2308.85,2308.85,0,19.455,1.0794,18.92,15.32,15.32,新华制药,000756
2022-10-17,2308.85,2308.85,0,19.105,1.0549,20.24,15.32,15.32,新华制药,000756
2022-10-18,2308.85,2308.85,0,19.605,1.1262,20.24,15.32,15.38,新华制药,000756
2022-10-19,2308.85,2308.85,0,18.695,1.1309,20.88,15.32,15.38,新华制药,000756
2022-10-20,2308.85,2308.85,0,19.035,1.1613,20.88,15.32,15.38,新华制药,000756
2022-10-21,2308.85,2308.85,0,18.475,1.1468,20.88,15.32,15.38,新华制药,000756
2022-10-24,2308.85,2308.85,0,17.585,1.1554,20.88,15.32,17.34,新华制药,000756
2022-10-25,2308.85,2308.85,0,16.975,1.1612,20.88,15.32,17.34,新华制药,000756
2022-10-26,2308.85,2308.85,0,17.925,1.1581,20.88,15.32,16.38,新华制药,000756
2022-10-27,2308.85,2308.85,0,18.015,1.1587,20.88,15.32,16.38,新华制药,000756
2022-10-28,2308.85,2308.85,0,16.925,1.1663,20.88,15.32,16.38,新华制药,000756
2022-10-31,2308.85,2308.85,0,17.185,1.143,20.88,15.32,16.38,新华制药,000756
2022-11-01,2308.85,2308.85,0,18.405,1.1833,20.88,15.38,16.38,新华制药,000756
2022-11-02,2308.85,2308.85,0,18.745,1.2136,20.88,15.38,16.38,新华制药,000756
2022-11-03,2308.85,2308.85,0,18.475,1.1885,20.88,15.38,16.38,新华制药,000756
2022-11-04,2308.85,2308.85,0,18.955,1.193,20.88,15.38,16.38,新华制药,000756
2022-11-07,2308.85,2308.85,0,19.105,1.1644,20.88,16.38,16.38,新华制药,000756
2022-11-08,2308.85,2308.85,0,21.085,1.2437,20.88,16.38,16.38,新华制药,000756
2022-11-09,2308.85,2308.85,0,23.265,1.301,21.08,16.38,16.76,新华制药,000756
2022-11-10,2308.85,2308.85,0,22.725,1.3659,23.26,16.38,16.76,新华制药,000756
2022-11-11,2308.85,2308.85,0,21.535,1.4546,24.7,16.38,16.76,新华制药,000756
2022-11-14,2308.85,2308.85,0,23.765,1.5164,24.7,16.38,16.76,新华制药,000756
2022-11-15,2308.85,2308.85,0,24.865,1.5806,24.7,16.38,16.77,新华制药,000756
2022-11-16,2308.85,2308.85,0,23.475,1.5811,26.08,16.38,17.98,新华制药,000756
2022-11-17,2308.85,2308.85,0,23.755,1.5845,26.08,16.38,18.16,新华制药,000756
2022-11-18,2308.85,2308.85,0,24.535,1.6298,26.08,16.38,18.3,新华制药,000756
2022-11-21,2308.85,2308.85,0,25.485,1.6883,26.08,16.38,18.34,新华制药,000756
2022-11-22,2308.85,2308.85,0,23.785,1.7464,26.38,16.38,18.34,新华制药,000756
2022-11-23,2308.85,2308.85,0,21.685,1.7746,26.38,16.76,20.88,新华制药,000756
2022-11-24,2308.85,2308.85,0,22.475,1.7598,26.38,16.76,21.08,新华制药,000756
2022-11-25,2308.85,2308.85,0,21.115,1.7563,26.38,16.76,21.08,新华制药,000756
2022-11-28,2308.85,2308.85,0,21.385,1.716,26.38,16.76,20.78,新华制药,000756
2022-11-29,2308.85,2308.85,0,21.975,1.6962,26.38,16.77,20.78,新华制药,000756
2022-11-30,2308.85,2308.85,0,22.025,1.6609,26.38,17.98,20.78,新华制药,000756
2022-12-01,2308.85,2308.85,0,20.995,1.7104,26.38,18.16,20.78,新华制药,000756
2022-12-02,2308.85,2308.85,0,20.635,1.6508,26.38,18.3,19.9,新华制药,000756
2022-12-05,2308.85,2308.85,0,22.775,1.6753,26.38,18.34,19.9,新华制药,000756
2022-12-06,2308.85,2308.85,0,23.785,1.709,26.38,18.34,19.9,新华制药,000756
2022-12-07,2308.85,2308.85,0,26.235,1.7916,26.38,19.9,19.9,新华制药,000756
2022-12-08,2308.85,2308.85,0,28.935,1.837,26.38,19.9,19.9,新华制药,000756
2022-12-09,2308.85,2308.85,0,31.905,1.8937,28.94,19.9,19.9,新华制药,000756
2022-12-12,2308.85,2308.85,0,35.165,1.962,31.9,19.9,19.9,新华制药,000756
2022-12-13,2308.85,2308.85,0,38.755,2.0434,35.16,19.9,19.9,新华制药,000756
2022-12-14,2308.85,2308.85,0,42.705,2.2127,38.76,19.9,19.9,新华制药,000756
2022-12-15,2308.85,2308.85,0,41.185,2.2486,42.7,19.9,19.9,新华制药,000756
2022-12-16,2308.85,2308.85,0,45.375,2.3456,42.7,19.9,20.56,新华制药,000756
2022-12-19,2308.85,2308.85,0,45.275,2.5934,45.38,19.9,21.08,新华制药,000756
2022-12-20,2308.85,2308.85,0,40.715,2.7187,48.12,19.9,22.88,新华制药,000756
2022-12-21,2308.85,2308.85,0,42.295,2.7388,48.12,19.9,22.88,新华制药,000756
2022-12-22,2308.85,2308.85,0,38.575,2.8103,48.12,19.9,27.66,新华制药,000756
2022-12-23,2308.85,2308.85,0,35.445,2.8918,48.12,19.9,29.28,新华制药,000756
2022-12-26,2308.85,2308.85,0,37.285,2.9507,48.12,19.9,33.64,新华制药,000756
2022-12-27,2308.85,2308.85,0,33.485,2.9932,48.12,19.9,33.28,新华制药,000756
2022-12-28,2308.85,2308.85,0,31.945,2.9735,48.12,19.9,33.28,新华制药,000756
2022-12-29,2308.85,2308.85,0,31.765,2.8903,48.12,19.9,31.26,新华制药,000756
2022-12-30,2308.85,2308.85,0,29.375,2.8688,48.12,20.56,31.16,新华制药,000756
2023-01-03,2308.85,2308.85,0,30.225,2.7924,48.12,21.08,29.3,新华制药,000756
2023-01-04,2308.85,2308.85,0,28.875,2.7398,48.12,22.88,29.3,新华制药,000756
2023-01-05,2308.85,2308.85,0,29.325,2.6488,48.12,22.88,28.72,新华制药,000756
2023-01-06,2308.85,2308.85,0,28.605,2.5688,48.12,27.66,28.44,新华制药,000756
2023-01-09,2308.85,2308.85,0,29.195,2.5054,48.12,28.44,28.44,新华制药,000756
2023-01-10,2308.85,2308.85,0,28.975,2.4221,48.12,28.44,28.44,新华制药,000756
2023-01-11,2308.85,2308.85,0,28.205,2.356,48.12,28.44,28.44,新华制药,000756
2023-01-12,2308.85,2308.85,0,27.845,2.2782,48.12,28.18,28.18,新华制药,000756
2023-01-13,2308.85,2308.85,0,27.985,2.1973,48.12,27.64,27.64,新华制药,000756
2023-01-16,2308.85,2308.85,0,27.655,2.1249,48.12,27.64,27.64,新华制药,000756
2023-01-17,2308.85,2308.85,0,26.875,2.0737,48.12,27.48,27.48,新华制药,000756
2023-01-18,2308.85,2308.85,0,26.575,1.9965,45.78,26.68,26.68,新华制药,000756
2023-01-19,2308.85,2308.85,0,26.595,1.9367,43.26,26.52,26.52,新华制药,000756
2023-01-20,2308.85,2308.85,0,26.695,1.8659,41.88,26.52,26.52,新华制药,000756
2023-01-30,2308.85,2308.85,0,26.485,1.8001,39.62,26.38,26.38,新华制药,000756
2023-01-31,2308.85,2308.85,0,26.735,1.7381,37.35,26.22,26.22,新华制药,000756
2023-02-01,2308.85,2308.85,0,27.195,1.6782,36.48,26.18,26.18,新华制药,000756
2023-02-02,2308.85,2308.85,0,27.485,1.6252,33.85,26.18,26.18,新华制药,000756
2023-02-03,2308.85,2308.85,0,27.045,1.591,32.47,26.18,26.18,新华制药,000756
2023-02-06,2308.85,2308.85,0,26.595,1.5469,31.68,26.18,26.18,新华制药,000756
2023-02-07,2308.85,2308.85,0,26.385,1.5081,30.72,26.18,26.18,新华制药,000756
2023-02-08,2308.85,2308.85,0,26.155,1.4527,30.46,26.06,26.06,新华制药,000756
2023-02-09,2308.85,2308.85,0,26.075,1.399,29.9,26.06,26.06,新华制药,000756
2023-02-10,2308.85,2308.85,0,25.585,1.3601,29.9,25.82,25.82,新华制药,000756
2023-02-13,2308.85,2308.85,0,25.985,1.3126,29.9,25.58,25.58,新华制药,000756
2023-02-14,2308.85,2308.85,0,26.095,1.2675,29.56,25.58,25.58,新华制药,000756
2023-02-15,2308.85,2308.85,0,25.735,1.2321,29.28,25.58,25.58,新华制药,000756
2023-02-16,2308.85,2308.85,0,26.165,1.2175,28.44,25.58,25.58,新华制药,000756
2023-02-17,2308.85,2308.85,0,28.855,1.3256,28.34,25.58,25.58,新华制药,000756
2023-02-20,2308.85,2308.85,0,30.055,1.3623,28.86,25.48,25.48,新华制药,000756
2023-02-21,2308.85,2308.85,0,28.975,1.3602,30.24,25.48,25.48,新华制药,000756
2023-02-22,2308.85,2308.85,0,30.415,1.4467,30.24,25.48,25.48,新华制药,000756
2023-02-23,2308.85,2308.85,0,30.525,1.4549,31.86,25.48,25.48,新华制药,000756
2023-02-24,2308.85,2308.85,0,29.255,1.4536,31.86,25.48,25.48,新华制药,000756
2023-02-27,2308.85,2308.85,0,29.375,1.4494,31.86,25.48,25.48,新华制药,000756
2023-02-28,2308.85,2308.85,0,30.835,1.5295,31.86,25.48,25.48,新华制药,000756
2023-03-01,2308.85,2308.85,0,30.715,1.515,31.86,25.48,25.48,新华制药,000756
2023-03-02,2308.85,2308.85,0,29.505,1.5082,31.86,25.48,25.48,新华制药,000756
2023-03-03,2308.85,2308.85,0,29.475,1.4713,31.86,25.48,25.48,新华制药,000756
2023-03-06,2308.85,2308.85,0,28.925,1.4343,31.86,25.48,28.18,新华制药,000756
2023-03-07,2308.85,2308.85,0,27.485,1.4481,31.86,25.48,28.74,新华制药,000756
2023-03-08,2308.85,2308.85,0,27.665,1.3957,31.86,25.48,27.46,新华制药,000756
2023-03-09,2308.85,2308.85,0,28.165,1.3899,31.86,25.48,27.28,新华制药,000756
2023-03-10,2308.85,2308.85,0,27.145,1.3839,31.86,25.48,27.28,新华制药,000756
2023-03-13,2308.85,2308.85,0,27.345,1.3552,31.86,25.48,26.9,新华制药,000756
2023-03-14,2308.85,2308.85,0,26.275,1.3639,31.86,25.48,26.72,新华制药,000756
2023-03-15,2308.85,2308.85,0,26.785,1.3342,31.86,25.48,25.94,新华制药,000756
2023-03-16,2308.85,2308.85,0,25.975,1.3105,31.86,25.48,25.94,新华制药,000756
2023-03-17,2308.85,2308.85,0,25.815,1.285,31.86,25.48,25.92,新华制药,000756
2023-03-20,2308.85,2308.85,0,24.915,1.2702,31.86,25.58,25.58,新华制药,000756
2023-03-21,2308.85,2308.85,0,25.215,1.2262,31.86,24.82,24.82,新华制药,000756
2023-03-22,2308.85,2308.85,0,25.655,1.2089,31.86,24.82,24.82,新华制药,000756
2023-03-23,2308.85,2308.85,0,25.405,1.177,31.82,24.82,24.82,新华制药,000756
2023-03-24,2308.85,2308.85,0,25.255,1.1476,31.82,24.82,24.82,新华制药,000756
2023-03-27,2308.85,2308.85,0,24.605,1.1332,31.82,24.82,24.82,新华制药,000756
2023-03-28,2308.85,2308.85,0,24.145,1.1111,31.82,24.4,24.4,新华制药,000756
2023-03-29,2308.85,2308.85,0,23.665,1.0895,31.26,24.08,24.08,新华制药,000756
2023-03-30,2308.85,2308.85,0,23.485,1.0585,30.68,23.54,23.54,新华制药,000756
2023-03-31,2308.85,2308.85,0,23.715,1.0371,30.06,23.2,23.2,新华制药,000756
2023-04-03,2308.85,2308.85,0,23.545,1.0028,29.66,23.2,23.2,新华制药,000756
2023-04-04,2308.85,2308.85,0,23.335,0.9846,29.18,23.2,23.2,新华制药,000756
2023-04-06,2308.85,2308.85,0,24.425,1.0094,28.94,23.2,23.2,新华制药,000756
2023-04-07,2308.85,2308.85,0,23.975,0.9834,28.94,23.2,23.2,新华制药,000756
