symbol,name,date,open,close,high,low,volume
603538,美诺华,2017-04-07,7.992,7.992,7.992,7.992,124.0
603538,美诺华,2017-04-10,8.852,8.852,8.852,8.852,43.0
603538,美诺华,2017-04-11,9.798,9.798,9.798,9.798,65.0
603538,美诺华,2017-04-12,10.838,10.838,10.838,10.838,44.0
603538,美诺华,2017-04-13,11.984,11.984,11.984,11.984,105.0
603538,美诺华,2017-04-14,13.245,13.245,13.245,13.245,178.0
603538,美诺华,2017-04-17,14.63,14.63,14.63,14.63,5084.0
603538,美诺华,2017-04-18,14.208,15.478,16.13,13.59,149087.0
603538,美诺华,2017-04-19,14.297,16.155,16.764,14.297,131518.0
603538,美诺华,2017-04-20,15.635,15.197,16.202,14.992,90029.0
603538,美诺华,2017-04-21,15.243,14.413,15.55,14.297,65987.0
603538,美诺华,2017-04-24,13.957,13.398,14.17,12.96,64707.0
603538,美诺华,2017-04-25,13.394,13.441,13.842,13.305,50897.0
603538,美诺华,2017-04-26,13.275,13.441,13.769,13.232,43068.0
603538,美诺华,2017-04-27,13.343,14.847,14.847,13.339,66100.0
603538,美诺华,2017-04-28,15.06,14.843,15.363,14.621,75753.0
603538,美诺华,2017-05-02,14.553,14.728,14.89,14.327,48808.0
603538,美诺华,2017-05-03,14.621,15.559,15.661,14.553,81112.0
603538,美诺华,2017-05-04,15.277,14.864,15.354,14.745,55189.0
603538,美诺华,2017-05-05,14.638,13.859,14.834,13.786,43327.0
603538,美诺华,2017-05-08,13.658,13.867,14.199,13.458,38084.0
603538,美诺华,2017-05-09,13.816,14.395,14.468,13.616,37873.0
603538,美诺华,2017-05-10,14.319,13.232,14.553,13.19,51765.0
603538,美诺华,2017-05-11,13.019,13.624,13.658,12.81,41914.0
603538,美诺华,2017-05-12,13.573,13.658,13.807,13.318,35783.0
603538,美诺华,2017-05-15,13.646,13.288,13.718,13.237,27182.0
603538,美诺华,2017-05-16,13.215,13.795,13.807,12.981,32817.0
603538,美诺华,2017-05-17,13.709,13.705,13.991,13.607,34302.0
603538,美诺华,2017-05-18,13.471,13.194,13.629,13.143,31182.0
603538,美诺华,2017-05-19,13.202,13.087,13.313,12.955,19600.0
603538,美诺华,2017-05-22,13.139,12.171,13.22,12.018,34044.0
603538,美诺华,2017-05-23,12.129,11.562,12.231,11.49,25563.0
603538,美诺华,2017-05-24,11.502,11.83,11.886,11.494,17404.0
603538,美诺华,2017-05-25,11.771,11.754,11.869,11.294,21007.0
603538,美诺华,2017-05-26,11.835,11.98,12.197,11.775,21618.0
603538,美诺华,2017-05-31,12.593,12.039,12.674,12.031,26042.0
603538,美诺华,2017-06-01,11.907,11.379,12.018,11.328,18360.0
603538,美诺华,2017-06-02,11.323,11.728,11.822,11.272,14526.0
603538,美诺华,2017-06-05,12.031,12.018,12.265,11.907,19905.0
603538,美诺华,2017-06-06,11.899,12.12,12.146,11.835,12549.0
603538,美诺华,2017-06-07,12.099,12.487,12.593,12.005,22357.0
603538,美诺华,2017-06-08,12.487,12.278,12.529,12.171,17644.0
603538,美诺华,2017-06-09,12.342,12.363,12.482,12.188,14948.0
603538,美诺华,2017-06-12,12.129,11.75,12.129,11.715,19254.0
603538,美诺华,2017-06-13,11.669,12.423,12.44,11.669,25665.0
603538,美诺华,2017-06-14,12.427,12.512,12.589,12.231,23928.0
603538,美诺华,2017-06-15,12.444,12.632,12.836,12.427,24017.0
603538,美诺华,2017-06-16,12.614,12.487,12.717,12.431,13168.0
603538,美诺华,2017-06-19,12.542,12.521,12.64,12.286,10576.0
603538,美诺华,2017-06-20,12.589,12.568,12.619,12.423,13851.0
603538,美诺华,2017-06-21,12.614,12.666,12.84,12.487,18431.0
603538,美诺华,2017-06-22,12.653,12.065,12.674,12.052,18638.0
603538,美诺华,2017-06-23,11.997,12.09,12.218,11.796,12506.0
603538,美诺华,2017-06-26,12.099,12.235,12.295,11.997,11700.0
603538,美诺华,2017-06-27,12.188,12.167,12.393,12.15,10476.0
603538,美诺华,2017-06-28,12.154,11.822,12.154,11.784,12611.0
603538,美诺华,2017-06-29,11.826,11.86,11.984,11.826,8007.0
603538,美诺华,2017-06-30,11.903,12.099,12.193,11.848,11736.0
603538,美诺华,2017-07-03,12.099,12.397,12.41,11.997,14850.0
603538,美诺华,2017-07-04,12.393,12.265,12.414,12.18,10732.0
603538,美诺华,2017-07-05,12.312,12.504,12.589,12.248,17859.0
603538,美诺华,2017-07-06,12.474,12.644,12.678,12.316,19169.0
603538,美诺华,2017-07-07,12.559,12.819,12.998,12.559,27786.0
603538,美诺华,2017-07-10,12.683,12.227,12.747,12.214,19557.0
603538,美诺华,2017-07-11,12.235,12.035,12.308,11.997,13999.0
603538,美诺华,2017-07-12,12.048,12.235,12.24,11.954,10611.0
603538,美诺华,2017-07-13,12.18,12.035,12.235,11.988,8854.0
603538,美诺华,2017-07-14,12.039,11.894,12.142,11.869,7309.0
603538,美诺华,2017-07-17,11.741,10.65,11.745,10.646,23220.0
603538,美诺华,2017-07-18,10.718,10.829,10.966,10.484,9907.0
603538,美诺华,2017-07-19,10.833,10.897,10.936,10.689,7956.0
603538,美诺华,2017-07-20,10.808,10.723,11.055,10.689,11949.0
603538,美诺华,2017-07-21,10.735,10.514,10.787,10.493,10400.0
603538,美诺华,2017-07-24,10.416,10.637,10.718,10.228,10591.0
603538,美诺华,2017-07-25,10.655,10.616,10.748,10.539,6171.0
603538,美诺华,2017-07-26,10.633,10.484,10.676,10.454,6421.0
603538,美诺华,2017-07-27,10.463,10.821,11.012,10.459,11453.0
603538,美诺华,2017-07-28,10.804,10.65,10.876,10.625,8688.0
603538,美诺华,2017-07-31,10.659,10.799,10.825,10.586,7382.0
603538,美诺华,2017-08-01,10.859,10.804,10.859,10.642,6552.0
603538,美诺华,2017-08-02,10.718,10.625,10.842,10.608,6065.0
603538,美诺华,2017-08-03,10.65,10.633,10.804,10.522,7810.0
603538,美诺华,2017-08-04,10.612,10.339,10.637,10.284,11444.0
603538,美诺华,2017-08-07,10.339,10.407,10.514,10.339,6366.0
603538,美诺华,2017-08-08,10.386,10.399,10.45,10.314,6218.0
603538,美诺华,2017-08-09,10.514,10.501,10.582,10.39,9563.0
603538,美诺华,2017-08-10,10.343,10.139,10.459,10.101,13504.0
603538,美诺华,2017-08-11,10.109,9.973,10.109,9.956,7537.0
603538,美诺华,2017-08-14,9.973,10.143,10.16,9.969,5677.0
603538,美诺华,2017-08-15,10.13,10.309,10.382,10.13,10152.0
603538,美诺华,2017-08-16,10.386,10.484,10.514,10.297,10376.0
603538,美诺华,2017-08-17,10.488,10.471,10.591,10.433,10133.0
603538,美诺华,2017-08-18,10.424,10.471,10.497,10.399,7978.0
603538,美诺华,2017-08-21,10.535,10.693,10.718,10.505,12432.0
603538,美诺华,2017-08-22,10.548,10.467,10.646,10.412,17201.0
603538,美诺华,2017-08-23,10.454,10.578,10.612,10.42,12484.0
603538,美诺华,2017-08-24,10.582,10.591,10.876,10.565,20317.0
603538,美诺华,2017-08-25,10.539,10.829,10.889,10.493,18288.0
603538,美诺华,2017-08-28,10.944,11.059,11.2,10.795,20938.0
603538,美诺华,2017-08-29,10.995,11.059,11.294,10.94,21620.0
603538,美诺华,2017-08-30,11.008,10.983,11.174,10.914,12783.0
603538,美诺华,2017-08-31,10.961,11.247,11.272,10.94,16288.0
603538,美诺华,2017-09-01,11.272,11.149,11.311,11.059,14169.0
603538,美诺华,2017-09-04,11.102,11.23,11.311,11.085,14450.0
603538,美诺华,2017-09-05,11.208,11.583,11.605,11.149,19816.0
603538,美诺华,2017-09-06,11.464,11.698,11.992,11.413,35388.0
603538,美诺华,2017-09-07,11.69,11.532,11.779,11.485,18764.0
603538,美诺华,2017-09-08,11.519,11.451,11.596,11.358,12111.0
603538,美诺华,2017-09-11,11.434,11.6,11.724,11.434,9757.0
603538,美诺华,2017-09-12,11.694,11.404,11.694,11.375,10235.0
603538,美诺华,2017-09-13,11.69,11.937,12.572,11.528,30703.0
603538,美诺华,2017-09-14,11.809,11.792,11.941,11.69,13939.0
603538,美诺华,2017-09-15,11.771,11.332,11.771,11.294,14392.0
603538,美诺华,2017-09-18,11.243,11.366,11.383,11.208,8123.0
603538,美诺华,2017-09-19,11.494,11.652,11.975,11.426,16253.0
603538,美诺华,2017-09-20,11.519,11.788,11.813,11.519,10361.0
603538,美诺华,2017-09-21,11.826,12.018,12.099,11.698,21001.0
603538,美诺华,2017-09-22,12.031,12.056,12.095,11.839,10372.0
603538,美诺华,2017-09-25,12.052,11.843,12.103,11.779,8424.0
603538,美诺华,2017-09-26,11.89,11.537,12.022,11.456,9555.0
603538,美诺华,2017-09-27,11.596,11.686,11.728,11.485,4364.0
603538,美诺华,2017-09-28,11.741,11.647,11.741,11.622,6059.0
603538,美诺华,2017-09-29,11.622,11.826,11.848,11.617,5636.0
603538,美诺华,2017-10-09,12.069,11.924,12.082,11.852,7291.0
603538,美诺华,2017-10-10,11.95,12.142,12.163,11.903,13917.0
603538,美诺华,2017-10-11,12.252,12.18,12.717,12.048,25877.0
603538,美诺华,2017-10-12,12.078,11.98,12.078,11.903,10925.0
603538,美诺华,2017-10-13,12.001,12.193,12.495,11.98,15744.0
603538,美诺华,2017-10-16,12.137,11.745,12.193,11.681,13673.0
603538,美诺华,2017-10-17,11.698,11.681,11.784,11.558,9875.0
603538,美诺华,2017-10-18,11.392,11.064,11.468,10.974,23489.0
603538,美诺华,2017-10-19,11.098,11.025,11.183,10.889,8700.0
603538,美诺华,2017-10-20,11.059,11.264,11.46,11.004,10673.0
603538,美诺华,2017-10-23,11.187,11.392,11.421,11.187,6185.0
603538,美诺华,2017-10-24,11.392,11.251,11.439,11.196,5303.0
603538,美诺华,2017-10-25,11.217,11.379,11.451,11.208,7092.0
603538,美诺华,2017-10-26,11.349,11.421,11.451,11.294,7748.0
603538,美诺华,2017-10-27,11.362,11.426,11.511,11.336,5280.0
603538,美诺华,2017-10-30,11.234,10.949,11.353,10.697,10207.0
603538,美诺华,2017-10-31,10.838,11.17,11.264,10.838,5379.0
603538,美诺华,2017-11-01,11.115,11.63,12.116,11.115,15725.0
603538,美诺华,2017-11-02,11.545,11.481,11.592,11.272,11324.0
603538,美诺华,2017-11-03,11.443,11.204,11.443,11.106,6337.0
603538,美诺华,2017-11-06,11.323,11.443,11.485,11.162,5803.0
603538,美诺华,2017-11-07,11.358,11.341,11.413,11.132,7299.0
603538,美诺华,2017-11-08,11.341,11.404,11.549,11.341,9495.0
603538,美诺华,2017-11-09,11.285,11.439,11.46,11.285,4960.0
603538,美诺华,2017-11-10,11.477,11.413,11.477,11.328,6153.0
603538,美诺华,2017-11-13,11.426,11.485,11.498,11.315,6141.0
603538,美诺华,2017-11-14,11.439,11.387,11.515,11.243,6854.0
603538,美诺华,2017-11-15,11.387,11.264,11.387,11.119,5076.0
603538,美诺华,2017-11-16,11.255,10.949,11.255,10.927,5726.0
603538,美诺华,2017-11-17,11.115,10.471,11.225,10.378,9996.0
603538,美诺华,2017-11-20,10.476,10.527,10.544,10.041,3359.0
603538,美诺华,2017-11-21,10.527,10.42,10.633,10.335,3865.0
603538,美诺华,2017-11-22,10.42,10.471,10.535,10.395,3229.0
603538,美诺华,2017-11-23,10.25,10.237,10.62,10.207,6278.0
603538,美诺华,2017-11-24,10.152,10.382,10.463,10.152,4533.0
603538,美诺华,2017-11-27,10.416,10.718,10.902,10.292,13688.0
603538,美诺华,2017-11-28,10.676,10.574,10.676,10.497,7892.0
603538,美诺华,2017-11-29,10.505,10.744,10.778,10.335,9751.0
603538,美诺华,2017-11-30,10.684,10.684,10.816,10.633,6672.0
603538,美诺华,2017-12-01,10.718,10.804,10.889,10.697,5473.0
603538,美诺华,2017-12-04,10.906,10.757,10.995,10.676,8564.0
603538,美诺华,2017-12-05,10.761,10.356,10.761,10.147,5618.0
603538,美诺华,2017-12-06,10.356,10.424,10.65,10.165,10333.0
603538,美诺华,2017-12-07,10.429,10.301,10.429,10.263,2830.0
603538,美诺华,2017-12-08,10.591,10.637,10.701,10.301,12957.0
603538,美诺华,2017-12-11,10.586,10.544,10.586,10.484,3504.0
603538,美诺华,2017-12-12,10.544,10.488,10.574,10.42,5005.0
603538,美诺华,2017-12-13,10.275,10.535,10.578,10.271,4612.0
603538,美诺华,2017-12-14,10.548,10.633,10.718,10.476,5291.0
603538,美诺华,2017-12-15,10.633,10.663,10.676,10.578,3179.0
603538,美诺华,2017-12-18,10.731,11.174,11.537,10.616,18024.0
603538,美诺华,2017-12-19,11.081,11.809,11.975,10.957,29914.0
603538,美诺华,2017-12-20,11.954,11.451,12.32,11.434,35079.0
603538,美诺华,2017-12-21,11.528,11.251,11.605,11.008,18246.0
603538,美诺华,2017-12-22,11.2,11.0,11.255,10.974,10041.0
603538,美诺华,2017-12-25,11.127,10.94,11.127,10.787,6733.0
603538,美诺华,2017-12-26,10.94,11.23,11.264,10.829,9998.0
603538,美诺华,2017-12-27,11.23,10.851,11.294,10.829,7320.0
603538,美诺华,2017-12-28,10.816,10.821,10.974,10.761,4090.0
603538,美诺华,2017-12-29,10.812,10.629,10.923,10.578,6623.0
603538,美诺华,2018-01-02,10.676,10.949,11.004,10.663,5348.0
603538,美诺华,2018-01-03,10.944,10.97,11.008,10.838,4909.0
603538,美诺华,2018-01-04,10.974,10.855,11.0,10.723,4759.0
603538,美诺华,2018-01-05,10.782,10.863,10.936,10.782,3669.0
603538,美诺华,2018-01-08,10.701,10.825,10.931,10.701,5727.0
603538,美诺华,2018-01-09,10.791,11.008,11.127,10.637,8161.0
603538,美诺华,2018-01-10,11.025,10.714,11.025,10.548,5801.0
603538,美诺华,2018-01-11,10.757,10.923,11.042,10.637,4915.0
603538,美诺华,2018-01-12,10.804,10.723,10.88,10.701,3692.0
603538,美诺华,2018-01-15,10.616,10.399,10.676,10.331,3793.0
603538,美诺华,2018-01-16,10.369,10.416,10.578,10.369,2901.0
603538,美诺华,2018-01-17,10.459,10.454,10.565,10.339,3117.0
603538,美诺华,2018-01-18,10.412,10.471,10.539,10.407,2023.0
603538,美诺华,2018-01-19,10.471,10.339,10.51,10.25,4239.0
603538,美诺华,2018-01-22,10.335,10.48,10.872,10.258,3817.0
603538,美诺华,2018-01-23,10.48,10.424,10.574,10.378,2375.0
603538,美诺华,2018-01-24,10.424,10.437,10.544,10.369,2872.0
603538,美诺华,2018-01-25,10.437,10.522,10.548,10.399,4368.0
603538,美诺华,2018-01-26,10.463,10.655,10.693,10.403,7888.0
603538,美诺华,2018-01-29,10.74,10.778,10.872,10.612,6839.0
603538,美诺华,2018-01-30,10.718,10.714,10.778,10.527,4038.0
603538,美诺华,2018-01-31,10.71,10.271,10.71,10.271,2916.0
603538,美诺华,2018-02-01,10.126,9.802,10.28,9.798,5142.0
603538,美诺华,2018-02-02,9.828,9.939,10.032,9.581,2949.0
603538,美诺华,2018-02-05,9.896,9.756,9.896,9.619,2170.0
603538,美诺华,2018-02-06,9.692,8.72,9.692,8.72,4566.0
603538,美诺华,2018-02-07,9.052,8.903,9.07,8.401,5578.0
603538,美诺华,2018-06-04,9.853,9.308,9.853,9.087,86320.0
603538,美诺华,2018-06-05,8.92,8.49,8.92,8.315,75169.0
603538,美诺华,2018-06-06,8.358,8.409,8.631,8.307,44609.0
603538,美诺华,2018-06-07,8.528,8.354,8.665,8.332,30196.0
603538,美诺华,2018-06-08,8.358,8.153,8.358,8.038,26314.0
603538,美诺华,2018-06-11,8.081,8.136,8.247,8.055,13039.0
603538,美诺华,2018-06-12,8.111,8.162,8.188,7.94,14342.0
603538,美诺华,2018-06-13,8.196,7.983,8.196,7.94,11305.0
603538,美诺华,2018-06-14,8.068,8.021,8.119,7.911,12303.0
603538,美诺华,2018-06-15,7.974,7.587,8.034,7.399,20192.0
603538,美诺华,2018-06-19,7.399,6.769,7.429,6.769,17598.0
603538,美诺华,2018-06-20,6.688,6.781,6.982,6.628,13798.0
603538,美诺华,2018-06-21,6.824,6.705,7.118,6.637,12685.0
603538,美诺华,2018-06-22,6.517,6.799,6.841,6.509,9154.0
603538,美诺华,2018-06-25,6.824,6.781,7.003,6.777,7687.0
603538,美诺华,2018-06-26,6.632,6.871,6.943,6.632,6647.0
603538,美诺华,2018-06-27,6.85,6.816,6.943,6.777,6774.0
603538,美诺华,2018-06-28,6.781,6.781,6.914,6.777,6320.0
603538,美诺华,2018-06-29,6.931,7.131,7.139,6.85,12434.0
603538,美诺华,2018-07-02,7.054,6.952,7.186,6.884,9722.0
603538,美诺华,2018-07-03,6.952,7.242,7.301,6.683,10153.0
603538,美诺华,2018-07-04,7.242,7.05,7.242,6.982,9799.0
603538,美诺华,2018-07-05,7.097,6.803,7.152,6.794,6589.0
603538,美诺华,2018-07-06,6.845,6.833,6.935,6.641,6741.0
603538,美诺华,2018-07-09,7.049,7.116,7.202,7.013,10752.0
603538,美诺华,2018-07-10,7.131,7.632,7.678,7.11,26524.0
603538,美诺华,2018-07-11,7.484,7.407,7.581,7.264,22032.0
603538,美诺华,2018-07-12,7.259,7.489,7.555,7.259,18313.0
603538,美诺华,2018-07-13,7.479,7.56,7.729,7.397,16684.0
603538,美诺华,2018-07-16,7.54,7.371,7.54,7.259,13325.0
603538,美诺华,2018-07-17,7.376,7.402,7.422,7.238,8530.0
603538,美诺华,2018-07-18,7.402,7.279,7.519,7.259,10238.0
603538,美诺华,2018-07-19,7.289,7.208,7.325,7.182,6960.0
603538,美诺华,2018-07-20,7.254,7.473,7.53,7.151,12385.0
603538,美诺华,2018-07-23,7.32,7.351,7.371,7.151,17553.0
603538,美诺华,2018-07-24,7.581,8.138,8.138,7.494,52605.0
603538,美诺华,2018-07-25,8.225,7.974,8.486,7.949,61248.0
603538,美诺华,2018-07-26,7.908,7.857,8.067,7.78,28964.0
603538,美诺华,2018-07-27,7.836,7.704,7.852,7.642,17769.0
603538,美诺华,2018-07-30,7.571,7.744,7.872,7.571,17009.0
603538,美诺华,2018-07-31,7.729,7.75,7.857,7.668,11529.0
603538,美诺华,2018-08-01,7.852,7.683,7.985,7.673,14741.0
603538,美诺华,2018-08-02,7.693,7.366,7.693,7.044,18628.0
603538,美诺华,2018-08-03,7.31,7.105,7.335,7.08,12441.0
